,text,accept,labels_str
264,: The impacts of social influences (emotional and informational influences) on desires are stronger (weaker) for members with collectivistic cultural orientations than for members with individualistic cultural orientations.,['Hypothesis'],Hypothesis
265,"In the process, we also lent further empirical support to the earlier tested hypothesis that interruptions can result in stress (e.g.,  START_CITE Galluch et al., 2015) END_CITE  CITE_b38 .","['HypothesisResult', 'EmpiricalResult', 'RelationToLiterature']",HypothesisResult EmpiricalResult RelationToLiterature
266,"However, in  START_CITE Hollenstein (2003) END_CITE  CITE_b48 , the label is used to describe ""incremental"" innovators-thus receiving a ""Minimal"" reclassification.",['RelationToLiterature'],RelationToLiterature
267,"In other words, these two parameters denote the average rates at which the requests for content from the consumers provide revenues to the content providers from myriad types of advertisers that want to reach them.",['Definition'],Definition
268,"Thus, from the mechanistic perspective IT was an inferior provider; from the organic perspective, IT had consistent performance growth problems; from a colonial perspective, IT was an alien entity.","['Limitation', 'Motivation']",Limitation Motivation
269,We measured this recognition by presenting participants with a website and asking whether they remembered having used it.,['Method'],Method
270,"We base our proposal on well-known design patterns as they are established solutions to recurring problems, and the generation of code from them is normally straightforward.    ","['Motivation', 'Method']",Motivation Method
271,"when the architecture of the SaaS is modular, contracts are eight times more likely to be fixed price contracts, consistent with quadrant III in table 4.",['EmpiricalResult'],EmpiricalResult
272,"If a proposal owner has only created one proposal, the proposal is colored in white.",['Theory'],Theory
273,"Through its focus on value creation via RFID adoption and effective use of real-time and location-based ubiquitous data both by a TPL service provider and manufacturing firms (up-stream suppliers), our model reveals the critical importance of contingency factors influencing value creation from RFID supply chain projects: environmental upheaval; leadership; second-order organizational learning; supplier resources commitment; and organizational transformation.",['Contribution'],Contribution
274,"Rationalizations of surveillance, transparency and accountability, viewed by regulators as mutually reinforcing and inter-related, create expectations of optimal outcomes, when embedded in regulatory driven technological affordance  START_CITE (Lenglet, 2011) END_CITE  CITE_b58 .","['Theory', 'ResearchQuestion', 'Motivation']",Theory ResearchQuestion Motivation
275,"For English-language applications, research in the topics related to cyberbullying detection begun around 2012 with  START_CITE Sood, Churchill, and Antin's (2012) END_CITE  CITE_b52  research.","['Motivation', 'RelationToLiterature']",Motivation RelationToLiterature
276,"Unfortunately, many knowledge management projects are, in reality, information projects.",['Motivation'],Motivation
277,The Resources-Events-Agents (REA) model is a semantic data model for the development of enterprise information systems.,"['Definition', 'Method']",Definition Method
278,"If the argument holds true, then the treatment effects become greater during periods with higher commuting stress levels, such as rush hours.","['Hypothesis', 'EmpiricalResult', 'Theory']",Hypothesis EmpiricalResult Theory
279,"This was important especially for the CPOE project, where orders for medication and tests 8 would be entered by physicians and managed and administered by nurses and pharmacists.","['Contribution', 'Motivation', 'EmpiricalResult']",Contribution Motivation EmpiricalResult
280,"Thus, CMB-adjusted correlations between the variables under investigation are calculated by partialling out the estimate of CMB from the original correlations using the following equation  START_CITE (Malhotra et al., 2006) END_CITE  CITE_b64 :","['RelationToLiterature', 'EmpiricalResult', 'Motivation']",RelationToLiterature EmpiricalResult Motivation
281,"In our meta-design, text mining is applied to assess the market information that can be associated with suspicious transactions identified from market activity analysis.","['Goal', 'Motivation', 'Method', 'Definition']",Goal Motivation Method Definition
282,"Data warehousing is a technology with similar characteristics (Inmon, 1996).","['Definition', 'RelationToLiterature']",Definition RelationToLiterature
283,"Being aspectual functioning and, thus, fundamentally non-absolute, re ection can never bring us to completely sure knowledge, so all knowledge must be subjected to critical scrutiny.","['Motivation', 'Limitation']",Motivation Limitation
284,"If there are differences between the output and expected models, the errors in the transformation specification need to be isolated and removed.",['Theory'],Theory
285,"Predictive models treat documents as data to be classified, and document data are characterized by very high dimensionality, often with tens of thousands to millions of variables (words).","['Definition', 'Theory']",Definition Theory
286,Future work should also assess the effectiveness of these novel countermeasures.,['FutureWork'],FutureWork
287,"When assessing performance, effectiveness is typically assessed in terms of goal attainment, and efficiency in terms of one's level of goal attainment for a given level of input (e.g., effort or time)  START_CITE (Sonnentag 2002) END_CITE  CITE_b103 .","['Definition', 'RelationToLiterature']",Definition RelationToLiterature
288,"Once an order arrives at the EC terminal, it is routed to the appropriate trader, who fills the order and sends the fill information back to the FCM booth and the customer.",['Theory'],Theory
289,"The third factor, availability of OpenOffice as an OSS/FS alternative, was also varied using two levels (available and not available).",['EmpiricalResult'],EmpiricalResult
290,"ThaT is acTuaLLy in use, understanding the neurobiological factors that are related to this use is of central interest to the field of NeuroIS.","['Method', 'Definition']",Method Definition
291,"At the other end of the continuum, control is pluralistic in the sense that the governance of the digital application marketplace resides with multiple members of the ecosystem.","['Definition', 'EmpiricalResult', 'Contribution']",Definition EmpiricalResult Contribution
292,"literatures both stress the importance of senior executive engagement with IT management, the recommendations for doing so remain, at best, limited and general.","['Definition', 'EmpiricalResult', 'Contribution']",Definition EmpiricalResult Contribution
293,"Before testing the hypotheses, we evaluated the reliability and validity of the construct measures.",['Method'],Method
294,An illusion is 'a mental conception which may be a misinterpretation of a real appearance or may be something imagined.,['Definition'],Definition
295,"We recognize that perhaps the most interesting cases are those in which individuals have varying levels of knowledge, but such cases are also the most complex, and we believe that it is useful to understand a context involving novices prior to introducing the effects of expertise.","['EmpiricalResult', 'Contribution']",EmpiricalResult Contribution
296,"From the main forum page (far left) a user can access the ""C Malware Sources"" subforum.",['Item'],Item
297,Our econometric set-up should capture this issue by explicitly accounting for endogenous changes in outsourcing fees that are unrelated to vendor switching.,"['Theory', 'Method']",Theory Method
298,"Her current research focuses on individual learning and organizational diffusion of new technologies, business process reengineering, and object-oriented technologies, ATISH P. SlNHA is an Assistant Professor of MIS in the School of Business Administration at the University of Dayton.","['Motivation', 'RelationToLiterature']",Motivation RelationToLiterature
299,"A third limitation of our study is that the data were collected at one organization in China, which may reduce the generalizability of the results to other settings or countries.",['Limitation'],Limitation
300,"Over time, are we reinforcing other approaches and keeping critical research on the sidelines simply because the latter is too difficult for us?",['ResearchQuestion'],ResearchQuestion
301,"Here, the interpersonal consequences of the events involve the subject matter of the game and/or the distribution of the game-in other words, the endorsement of civil liberties over legal concerns.","['Contribution', 'EmpiricalResult']",Contribution EmpiricalResult
302,"Specifically, consistent with past online impulse buying research, website quality manifests as an environmental cue that directly influences the likelihood that a consumer will experience an urge to buy impulsively.",['Contribution'],Contribution
303,The two approaches that I suggest above occurred to me as I read Lee's essay and each of them deserves further reflection.,"['Method', 'RelationToLiterature']",Method RelationToLiterature
304,"Indeed, as some authors remarked  START_CITE (Devanbu & Stubblebine, 2000; END_CITE  CITE_b10  START_CITE Ferrari & Thuraisingham, 2000; END_CITE  CITE_b17  START_CITE Toval et al., 2002) END_CITE  CITE_b58 , information security is a serious requirement which must be carefully considered, not as an isolated aspect, but as an element presented in all stages of the development lifecycle, from the requirement analysis to implementation and maintenance.","['RelationToLiterature', 'Motivation']",RelationToLiterature Motivation
305,"In the absence of understanding the impact of the local market competition on the properties of the mean rating distribution, the way a particular restaurant is affected by competition would not be apparent.",['EmpiricalResult'],EmpiricalResult
306,"The researcher 'creates and evaluates IT artifacts intended to solve identified organizational problems' (Hevner et al., 2004: 77).","['Definition', 'RelationToLiterature']",Definition RelationToLiterature
307,"If homophily is the dominating force behind the similarity in ratings given by friends, then managers should not be concerned about the high correlation between friends' ratings.",['EmpiricalResult'],EmpiricalResult
308,"As such, one of our ""what"" features was about adaptations: whether a movie's plot was adapted from a comic, a true story, or a book/novel.",['Theory'],Theory
309,"a broad sense, an information service is a service that provides data, information, and/or knowledge.",['Definition'],Definition
310,"Through a very rigorous research design, we constructed a sample that distinguished firms regarding their industry IT strategic role and relative performance within the industry, controlling for a firm's size and overall propensity to communicate with external stakeholders.","['Data', 'Theory']",Data Theory
311,"In addition, there are limitations related to the Website Service Quality construct itself.",['Limitation'],Limitation
312,This illustrates how the weak causal specificity and a much longer developmental time horizon of the environmental knowledge regime put it in a much weaker position in relation to the semiconductor manufacturing knowledge regime because the knowledge produced is less predictable and accumulates more slowly.,"['EmpiricalResult', 'Contribution']",EmpiricalResult Contribution
313,The cost structure for the rival bidders can be represented by cost distribution curves that are skewed toward higher values (either zero skewness or negative skewness).,"['Theory', 'Contribution']",Theory Contribution
314,"Because bidders' WTP is measured over time, the error terms for bidders are likely to be autocorrelated and heteroscedastic, not independent as required by traditional OLS regressions.","['Theory', 'Motivation']",Theory Motivation
315,"For example, Afuah & Tucci (2001) define three levels for measuring the performance of a business model: measures of profitability, profitability prediction, and business model component attributes.",['RelationToLiterature'],RelationToLiterature
316,"So when I had difficulty making myself available, they [development team] were very quick to adapt (user representative).",['Item'],Item
317,"We conducted verification (comparison of the implemented model to a conceptual model) of the model through comprehensive documentation, programmatic testing, and test cases  START_CITE (Rand and Rust 2011) END_CITE  CITE_b77 , available upon request.","['RelationToLiterature', 'Method']",RelationToLiterature Method
318,A clear example is the strong growth during the period 1995-2000 of U.S. productivity when IT capital came to represent over one-fifth of gross domestic product (GDP)  START_CITE (CEA 2001; END_CITE  CITE_b9  START_CITE Jorgenson and Stiroh 2000; END_CITE  CITE_b18  START_CITE Oliner and Sichel 2001) END_CITE  CITE_b27 .,"['RelationToLiterature', 'Motivation']",RelationToLiterature Motivation
319,"While the CS model considers how a colony bifurcates, it does not explicitly analyse how any colony co-evolves with other colonies because the CS model does not consider collections of colonies.","['Limitation', 'Theory', 'Method']",Limitation Theory Method
320,"At intermediate heterogeneity and sufficient usage λ, the P2Psponsoring strategy is preferable because there is a substantial number of low-usage consumers who purchase because of the equalizing effect.","['EmpiricalResult', 'Contribution']",EmpiricalResult Contribution
321,"We found comparable mechanisms in Cluster 1 of Team 1, where knowledge from the modeling components of a business model (Doc. 3, Team 1) was latched to formulate a design theory (Doc. 6, Team 1).",['Contribution'],Contribution
322,The elements that influence the development of instructional manuals are analysed from the perspective of our findings.,['Method'],Method
323,We next present two corollaries that characterize the impact of bloatware on various outcomes.,['Method'],Method
324,Accurate answers on this test would indicate a good understanding of the working of the system.,"['Hypothesis', 'Theory']",Hypothesis Theory
325,"For firms in our fake news sample, however, the financial relationship between the research writer and the company was not disclosed.","['Contribution', 'EmpiricalResult']",Contribution EmpiricalResult
326,"Both groups had multiple categories for analysis and design issues, and many of these categories were ranked as highly important and cognitiveiy central.","['Data', 'Method']",Data Method
327,"These deviant behaviors have been demonstrated to incur negative impact on, or cause losses to, institutions, other people, and/or the users themselves.",['Contribution'],Contribution
328,The inter-coder reliability analysis produced a Cohen's Kappa of 0.628.,['EmpiricalResult'],EmpiricalResult
329,"The percentage of agreement (the interrater reliability) among these three independent coders was 96.12% and 95.46% for the CEOEXIT and CFOEXIT variables, respectively.",['Contribution'],Contribution
330,"Consistent with the approach suggested by  START_CITE Baron and Kenny (1986) END_CITE  CITE_b6 , we tested a series of models and found that the effects of the social network variables on economic outcomes were partially mediated by technology use.","['RelationToLiterature', 'Method', 'Theory', 'Contribution']",RelationToLiterature Method Theory Contribution
331,"However,  START_CITE David (1983) END_CITE  CITE_b12  and Davies (1979) pro-that could impact upon adoption and sophistication of IT innovations.",['RelationToLiterature'],RelationToLiterature
332,The discontinuity of the supported values with Partial Conversion is the result of the two separate ranges obtained for the negotiated price of the converter reported in Lemma 2.,"['EmpiricalResult', 'Contribution']",EmpiricalResult Contribution
333,"Although such effects are more frequently claimed than realized, the super-linear value increase with each additional customer is a powerful means for the platforms to expand their market (and other) power with their size.",['Contribution'],Contribution
334,"Occasionally, a single system can be identified whose benefits are so clear and whose impact is so substantial that there can be little question about its value to the organization's overall competitive posture.",['Motivation'],Motivation
335,"Further data collection and analysis is now needed to confirm this finding, and is currently underway.",['FutureWork'],FutureWork
336,"With a description of our empirical study design, we illustrate our chosen research approach.",['Method'],Method
337,"To provide context for the analysis, a history of DSS is presented which focuses on the evolution of a number of sub-groupings of research and practice: personal DSS, group support systems, negotiation support systems, intelligent DSS, knowledge management-based DSS, executive information systems/business intelligence, and data warehousing.","['Motivation', 'Method']",Motivation Method
338,"Most extant studies tend to compare these at the same level of analysis by comparing cohesive networks with networks rich in structural holes, even though the concepts of cohesion versus structural holes are theoretically defined at the whole network level versus the individual node level respectively  START_CITE (Gargiulo & Benassi, 2000) END_CITE  CITE_b60 .","['RelationToLiterature', 'Theory']",RelationToLiterature Theory
339,"Through this process, we show how changes in IV can be measured, compare this to alternatives, describe how straightforward it is to obtain, and illustrate its usefulness in practice (estimate risk) and research (see above).","['Theory', 'Method', 'ResearchQuestion']",Theory Method ResearchQuestion
340,"The second round of analysis involved axial coding  START_CITE (Strauss & Corbin, 1990) END_CITE  CITE_b84  to discern core themes around the topics of Kuali participant interactions.",['RelationToLiterature'],RelationToLiterature
341,"In these experiments, we examine the sensitivity of our results with regard to variable costs, customers' utilities, and their reservation values.",['ResearchQuestion'],ResearchQuestion
342,"Essentially, controllees are members of the project team who execute tasks needed for the project.","['Definition', 'Contribution']",Definition Contribution
343,They develop an operational measure derived from the difference between the acquisition and employment patterns in IT.,"['RelationToLiterature', 'Motivation']",RelationToLiterature Motivation
344,"Collaborations between firms and integrated partnerships have become very popular in recent years  START_CITE (Madhok & Tallman, 1998) END_CITE  CITE_b33 .","['RelationToLiterature', 'Motivation']",RelationToLiterature Motivation
345,"Backers' prosocial motivation further increases with goal proximity and project prosociality  START_CITE (Li & Wang, 2019) END_CITE  CITE_b73 .","['RelationToLiterature', 'Theory']",RelationToLiterature Theory
346,"In this situation, relying on IT insourcing may not lead to better IEBP.","['EmpiricalResult', 'Contribution']",EmpiricalResult Contribution
347,The fans were dissatisfied with the sub-optimal way in which the LEGO Factory back-end allocated bricks to their orders.,"['Item', 'Contribution']",Item Contribution
348,"If the optimal solution to the organizational problem in OrgFirst results in a feasible solution to the original integer program FIH D , this solution is optimal to FIH D .","['ResearchQuestion', 'Theory']",ResearchQuestion Theory
349,"They may do so by responding to negative reviews  START_CITE (Kumar et al. 2018 END_CITE  CITE_b37  START_CITE , Wang et al. 2018 END_CITE  CITE_b70  START_CITE , Chen et al. 2019 END_CITE  CITE_b15 , offering perks for positive reviews  START_CITE (Proserpio and Zervas 2017) END_CITE  CITE_b59 , or even committing review fraud  START_CITE (Mayzlin et al. 2014) END_CITE  CITE_b47 .",['RelationToLiterature'],RelationToLiterature
350,"Despite the default assumption that systems are sociotechnical, WST and WSM extend beyond the purely sociotechnical realm by covering totally automated systems that perform work without human intervention once they are launched into action by an external stimulus.","['Theory', 'Motivation']",Theory Motivation
351,"The results were sorted into chronological order, with every effort made to preserve the original wording used by the interviewees.",['Method'],Method
352,The paradox of the business-toconsumer market is that many of these companies only exist because of money raised on the capital markets a year or more before.,['Motivation'],Motivation
353,"The flexibility literature, and therefore the definition as it stands, makes no reference to continual change as opposed to a once-off change.",['Definition'],Definition
354,"In this respect, the architecture's dual nature became a catalyst to initiate the meshworking process that assembled heterogeneous components without homogenizing them (see Table 4).","['EmpiricalResult', 'Contribution']",EmpiricalResult Contribution
355,"Recognizing that the two constructs are multidimensional in nature, we first identify their underlying dimensions.",['Method'],Method
356,"However, the ecosystem environment is often cocreated by complementors with diverse strategic moves driven by their survival motivations and sensing of opportunities and environmental changes.",['Motivation'],Motivation
357,We also used these meetings to prepare interventions to be used to aid the activities of the CCWG at the next meeting.,['Method'],Method
358,They observed that advertising effects are most evident with large firms featuring economies of scale or other size advantages.  START_CITE Liu and Yang (2009) END_CITE  CITE_b44  also considered market positions of program-offering firms when examining the performance of loyalty programs.,['RelationToLiterature'],RelationToLiterature
359,"Thus, we can argue that our results are not sensitive to unobserved variables that are left out of our propensity score model.",['EmpiricalResult'],EmpiricalResult
360,A firm's overall success with an innovation will depend substantially upon the know-why and know-how it brings to the undertaking.,['Contribution'],Contribution
361,"Having said this, user review sessions tended to be dominated by the viewpoints of one vocal middle-manager.","['Method', 'Limitation']",Method Limitation
362,This is roughly what we are trying to deliver to the customer.,['Item'],Item
363,"Further, IS the spread of an innovation among other members of a social system  START_CITE (Rogers, 1983) END_CITE  CITE_b9 .",['RelationToLiterature'],RelationToLiterature
364,"For comparing accuracy, we use the ROC-AUC (area under the ROC curve) scores.",['Method'],Method
365,Our analysis illustrates the differential impacts of the two types of managerial incentives.,['ResearchQuestion'],ResearchQuestion
366,We examine the effect of dyadic punishment by measuring actual punishment received by employees.,"['ResearchQuestion', 'Goal']",ResearchQuestion Goal
367,In Part III (Production Planning and Scheduling) the papers by McKay et al. and Waters are fascinating discussions at a conceptual level and Duchessi and O'Keefe present a prototype system.,['RelationToLiterature'],RelationToLiterature
368,"In our case, we extended the ethnographic work towards communication and coordination between firefighter teams working indoors and their commanders outside the building.","['Theory', 'ResearchQuestion']",Theory ResearchQuestion
369,"There was also a lack of holistic overview between different fire stations: 'Debrief should be about the whole incident, not just one crew' (Fire Officer 7).  ",['Contribution'],Contribution
370,"Exploitation implies providing users with the most relevant recommendations (i.e., to gain more value at the current point), whereas exploration means providing users with possibly suboptimal recommendations that can help the recommendation algorithm acquire the most informative new knowledge about users' preferences (i.e., to be able to gain more value in the future).",['Definition'],Definition
371,"The contribution presented in this paper constitutes identification of a new, emerging category of problem, which we identify as the challenge of heterogeneously-licensed systems, along with an empirically grounded approach and design theory for analyzing and modeling FOSS license rights and obligations, and to modeling and analyzing the architecture of an HLS, in order to determine the resulting set of license constraints that applies to the composed system.",['Contribution'],Contribution
372,Controls that are more rigorous and extensive are also likely to be more costly and difficult to realise in practice.,"['Motivation', 'Contribution']",Motivation Contribution
373,"Of course, since the content of the relationship network is not necessarily symmetric, calculating the indegree, which allows for asymmetric relationships, also for S2 would have been preferable.",['Limitation'],Limitation
374,"However, even in this setting, the two approaches yield comparable results when the underlying segment sizes are approximately equal.","['EmpiricalResult', 'Contribution', 'Method']",EmpiricalResult Contribution Method
375,"In terms of the effects of structural competitiveness triggered by points, the number of reattempts at NetBuilder compared to that of the other kiosks was much lower among trait-competitive users.",['EmpiricalResult'],EmpiricalResult
376,Useful approaches are those of Porter (1985) and Wiseman (1985).,"['RelationToLiterature', 'Theory']",RelationToLiterature Theory
377,In a way this is the assumption on which Design Science Research is basedthe idea that a designed artefact will replicate its effects under certain conditions.,['Method'],Method
378,"This cultural aspect is reflected in the prolific use of catchphrases on YouTube as well, where communication was not similarly limited.",['Contribution'],Contribution
379,"The difference is not significant at any conventional level (Chi-squared test, p=.590).",['EmpiricalResult'],EmpiricalResult
380,"Then, by constructing the iwo-product problem with choice vector {q^, q^j), we see that the firm can make greater profits by offering both q^ and q^ than by offering q^^ alone.",['Theory'],Theory
381,"Even if the firm's expert does not implement the idea, it may still have an important impact on users' subsequent idea generation  START_CITE (Jansson & Smith, 1991) END_CITE  CITE_b42 .","['RelationToLiterature', 'Contribution']",RelationToLiterature Contribution
382,It is generally accepted that the application of GTM requires tailoring GTM procedures to the research context  START_CITE (Hughes and Jones 2003; END_CITE  CITE_b41  START_CITE Morse 2009 END_CITE  CITE_b61 ).,['RelationToLiterature'],RelationToLiterature
383,My fellow students would themselves have carried out this action if they had been in my place.,['Item'],Item
384,"This explicitly allows us to examine the shifts in relative brand power in the computer market starting from the year 1980,^ while efficiency of the final model is preserved.","['Motivation', 'Theory']",Motivation Theory
385,"HR managers describe the Kmap as a tool that creates a standardized HR management workflow in the following activities: knowledge description by employees in a pre-formatted database, validation by operation managers, identification of relevant people for a specific mission, evaluation of the training costs, training of relevant people, and updating employee skill descriptions.","['Definition', 'Contribution']",Definition Contribution
386,Superiors may affect an individual's KMS use using the mechanism of compliance through their power to reward and punish  START_CITE (French and Raven 1959) END_CITE  CITE_b23 .,['RelationToLiterature'],RelationToLiterature
387,"In conclusion, even though some support was found for the Procurement Principle, it was not fully confirmed in our empirical investigation.","['Contribution', 'Limitation']",Contribution Limitation
388,"Therefore, a possible approach to obtaining better outcomes in dynamic decision making is the improvement of control strategies.",['Contribution'],Contribution
389,"Recently we have had the emergence of what has become known as sociomateriality  Scott, 2008, 2013).","['RelationToLiterature', 'Motivation']",RelationToLiterature Motivation
390,"There were, however, about 75 percent that had bit rates in the ""very good"" or above categories.","['Data', 'Method']",Data Method
391,"For example, if two actors perform actions or post comments within the same workflow, we can make the assumption that they are somehow connected to each other, i.e., their relationship can be characterized as ""working together on issue X""  START_CITE (Howison et al., 2011) END_CITE  CITE_b65 .","['RelationToLiterature', 'Theory']",RelationToLiterature Theory
392,"Further, given consistent research linking familiarity to anxiety and use, we incorporate familiarity with CMC applications as an additional independent variable.",['Method'],Method
393,"Impressionism, perceptions, change without the experience, change open to opinionated interpretation, and intangible factors driving change are brought to the reader in this issue, thus demonstrating that time, experience and change have similar consequences for individuals as well as organisations.","['Motivation', 'Contribution']",Motivation Contribution
394,"To achieve the objectives proposed in this case study, a literature review was initially conducted on the subject in question.",['Method'],Method
395,"At the economy level, Baily  START_CITE [4] END_CITE  CITE_b3  found that productivity declined in the 1970s, while it grew in the prior two decades.",['RelationToLiterature'],RelationToLiterature
396,"In addition, recent advances in IT have created an ideal environment for experimentation in the development of internet-based production systems capable of aiding the online selection of materials and resources (van Vilet et al., 1999).",['RelationToLiterature'],RelationToLiterature
397,"Activity theory allowed us to reflect on how practicelevel problems manifest themselves  START_CITE (Miettinen, 2006) END_CITE  CITE_b72  at the macrolevel of institutions.","['Theory', 'Method']",Theory Method
398,"Behaviors impact over half of one's health status, yet only 4 percent of health-care expenses within the US are currently spent on managing one's activities (The Institute for the Future, 2003).",['EmpiricalResult'],EmpiricalResult
399,"UFSoft currently has more than 300,000 customer organizations all over China (including financial software customers and ERP customers).",['Data'],Data
400,"Consequenctly, GSS use could (40.70) was greater than the one in GSS groups (33.53).",['EmpiricalResult'],EmpiricalResult
401,"The results suggest that the effects of higher values of board educational diversity, board R&D experience, and board experience with AI orientation through interlock partners are more statistically significant than the effects of their respective lower values (see Figure 3).","['HypothesisResult', 'EmpiricalResult']",HypothesisResult EmpiricalResult
402,"Characteristics such as a description and rationale for method practices and a familiarity with a range of methods have been shown to improve the effectiveness of methodology tailoring  START_CITE (Conboy & Fitzgerald, 2010) END_CITE  CITE_b16 .","['Method', 'RelationToLiterature']",Method RelationToLiterature
403,"Once the assessment and modifications were completed, this ""best-fitting"" mode! was tested using data collected from users of Microsoft Excel.",['Method'],Method
404,"Social media, in particular, provides a platform for the effective spread of fake news.",['Hypothesis'],Hypothesis
405,"Further, recent research continues to identify design theory generation as an important but problematic task (e.g.,  START_CITE Alturki, Gable, & Bandara, 2013; END_CITE  CITE_b0 Lukyaneko & Parsons, 2013; START_CITE Buckl, Matthes, Schneider, & Schweda, 2013; END_CITE  CITE_b8  START_CITE Venable, 2013; END_CITE  CITE_b56  START_CITE Hovorka & Pries-Heje, 2013) END_CITE  CITE_b23 .",['RelationToLiterature'],RelationToLiterature
406,"Moreover, the model highlights the possibility of a Prisoner's Dilemma, a notable subcase of a symmetric expansion equilibrium, which is individually rational, yet characterized by lower profits compared to coordinated no-expansion.","['Definition', 'EmpiricalResult']",Definition EmpiricalResult
407,"The impact of market-generated information on firms' profit is stronger when there is a more favorable prior belief toward the high-quality firm; moreover, the higher the misfit cost, the higher the impact of online reviews and the lower the impact of sales volume information.",['HypothesisResult'],HypothesisResult
408,"Such overviews include a top down perspective on research issues and directions of HCI studies in MIS  START_CITE (Zhang et al., 2002) END_CITE  CITE_b120 , a call for action for including HCI topics in the MIS curricula  START_CITE (Carey et al., 2004) END_CITE  CITE_b19 , a proposition for considering MIS as the home of HCI studies  START_CITE (Kutzschan and Webster, 2006) END_CITE  CITE_b64 , a limited data-driven view based on an assessment of two MIS journals (MISQ and ISR) on two facets (subject topic and research method)  START_CITE (Zhang and Li, 2004) END_CITE  CITE_b122 , and a comparison of three highly related disciplines: MIS, Human Factors and Computer-Human Interaction (CHI)  START_CITE (Grudin, 2006) END_CITE  CITE_b48 .",['RelationToLiterature'],RelationToLiterature
409,"Using the data from the combined 110 zip codes, we ran the models for sales and search (TotalSales, PagesPerDollar, and MinsPerDollar) and presented the results in Table 11.",['Method'],Method
410,"However, the demand (i.e., number of backings) did not significantly increase after the PC.",['EmpiricalResult'],EmpiricalResult
411,"With the rapid change in market demand, our organization will follow the latest trends in training methods'.",['Method'],Method
412,The situation regarding the action view (or languageaction perspective) is much more complex.,['Limitation'],Limitation
413,"Although some relations are neither symmetric nor asymmetric, we can resolve any such relation into symmetric and asymmetric component relations.","['Theory', 'Method']",Theory Method
414,The same assessment was applied to the dimensions for perceived IMC and for perceived ITS.,['Method'],Method
415,"Thus, it may be argued that people/collectives in Chengdu and Zhengzhou would be increasingly similar in values (and culture) to rapidly developing as well as developed regions of China.",['Hypothesis'],Hypothesis
416,"As previously noted, the Kanban methodology is based on three basic principles of visualizing workflow, limiting the amount of work in progress, and managing workflow  START_CITE [1] END_CITE  CITE_b0 .",['Theory'],Theory
417,"However, in contrast to our ecological use of the term, existing use of this term in IS focuses on a technological device and what it can do for the user in a reasonably static use context (e.g. Leonardi, 2013, Tim, Pan, Bahri, & Fauzi, 2017).",['RelationToLiterature'],RelationToLiterature
418,We did not find any evidence that class-based versus instance-based IS affected perceptions of the ease-of-use of the interface or the reported probability of using NL Nature in the future.,['HypothesisResult'],HypothesisResult
419,"At this writing, for instance, five of eleven of its Senior Editors, as well as the immediate past editor-in-chief, are located at universities outside of the United States.",['Data'],Data
420,The DSRIS literature widely acknowledges the need to clearly differentiate between the ISDT and its particular instantiation by means of an IT artifact.,['RelationToLiterature'],RelationToLiterature
421,The dynamics of a situation involving variations of time are taken into account by the dotted lines leading from an object to its acquired property (ap).,['EmpiricalResult'],EmpiricalResult
422,"SNA offers several benefits in investigating relationships among IS journals, over the more traditional survey-based and citation-based approaches.","['Theory', 'Method']",Theory Method
423,"Further, table 2 clearly shows that noninstantaneous adoption reduces the net revenue, and the slower is the free adoption, the lower is the net revenue.",['EmpiricalResult'],EmpiricalResult
424,"The frequency scale was the same as mentioned above: specifically, 1 (never) and 7 (several times a day).",['Item'],Item
425,"A class defines the behavior of similar objects by specifying their internal representation, the variables they contain, and the methods available for responding to messages that are sent to them.",['Definition'],Definition
426,"Thus, the output of this model is represented by the linear combination of the constant, CAKE, and CURNOLE nodes.","['Method', 'EmpiricalResult']",Method EmpiricalResult
427,The HRs represent the percent increase (HR > 1) or decrease (HR < 1) in postpurchase hazards associated with each attribute.,['Definition'],Definition
428,"Therefore, irrespective of the medium over which negotiation is conducted, power asymmetry motivates the seller as second mover to concede less in response to the buyer as first mover concession; increasing power (i.e., with increasing expected value of the lottery ticket) results in greater decreases in seller concessions  START_CITE (De Dreu 1995; END_CITE  CITE_b21  START_CITE Mannix and Neale 1993; END_CITE  CITE_b70  START_CITE Poole et al. 1992) END_CITE  CITE_b92 .",['HypothesisResult'],HypothesisResult
429,Note that this minimum-performance strategy has a limited appeal when the content development cost per unit performance is low (on the right panel).,['Theory'],Theory
430,We use this framework to assess India's future attractiveness as a destination for the offshoring of services.,['Method'],Method
431,This is clear evidence of the sense-making capabilities of the application.,['HypothesisResult'],HypothesisResult
432,"According to Cameron (2001), when the task size is large, solvers may have strong negative feelings associated with failure to win the reward.",['RelationToLiterature'],RelationToLiterature
433,"To the best of our knowledge, most e-commerce studies do not account for PBC (e.g.,  START_CITE George 2002) END_CITE  CITE_b35 , nor has a set of antecedents of PBC ever been theoretically advanced or empirically examined.","['Contribution', 'Motivation', 'Method', 'RelationToLiterature']",Contribution Motivation Method RelationToLiterature
434,"As Konsynski (1992, p. 53) states, 'The presence of standards affects the ability of the system to provide the high levels of market-specific information necessary to ""lubricate"" transactions'.",['Definition'],Definition
435,The action research approach used a change agent in situ who was able to interpret information arising from the case in real time.,['Method'],Method
436,This could be to assign an individual constant to an individual variable or to assign a statement constant to a statement variable.,['Method'],Method
437,"Since the start of human civilisation, storytelling has served as an effective medium for disseminating important knowledge within families, communities, and organisations.",['Motivation'],Motivation
