,text,accept,labels_str
262,"Finally, there are potential relationships among the constructs in our model that we were unable to explore, and these may provide fruitful avenues for future work.",['EmpiricalResult'],EmpiricalResult
263,This issue is especially crucial for managers who run VCs and practitioners who design and develop them.,"['Motivation', 'FutureWork']",Motivation FutureWork
264,Primacy refers to the phenomenon that occurs when the placement of a response alternative as the first alternative increases its likelihood of being selected.,['Definition'],Definition
265,"Consequently, developers should envision the impact of their actions on firms outside the standard consortium.",['Contribution'],Contribution
266,"Applying Bayes' theorem, we see that the probability that a song does not have a video if it is from a niche artist is roughly 50%, independent of how we measure Niche.",['EmpiricalResult'],EmpiricalResult
267,The referring function enables communicative actors to identify a thing while the predicating function serves to describe a thing.,['Definition'],Definition
268,"Our approach suggests that researchers use these two ideas, together with an inductive theory building method, such as the Grounded Theory Method (GTM)  START_CITE (Glaser and Strauss 1967) END_CITE  CITE_b18 , to develop context-specific theories of effective use.","['RelationToLiterature', 'Contribution']",RelationToLiterature Contribution
269,"This stage involves the presentation of general queries such as full-text searching over large document collections, or presentation of speci®c queries such as keyword searching.",['Method'],Method
270,This work is an example of the use of quantitative methods to study a dynamic IT funding problem.,['Contribution'],Contribution
271,"Under those circumstances, other means of forming trust, resulting from calculative, identification, and institutional beliefs, can become more prevalent  START_CITE [32, END_CITE  CITE_b29  START_CITE 50] END_CITE  CITE_b46 .",['RelationToLiterature'],RelationToLiterature
272,Our present work takes this a step further by tying student dialogs to the context in which they occurred.,"['Contribution', 'Theory']",Contribution Theory
273,"The panoptic metaphor conveys the sentiment of invisible omniscience and encourages self-discipline  START_CITE (Foucault, 1977) END_CITE  CITE_b15 , to the point of rendering the physical presence of watchers all but redundant  START_CITE (Brivot & Gendron, 2011) END_CITE  CITE_b6 .",[],
274,"XMIDDLE uses XML to represent data and XML Document Object Models (DOM) (trees) to manipulate data, allowing online collaboration on shared data DOM objects and off-line manipulation and synchronization.",['Definition'],Definition
275,"Finally, the framework might be useful as an ex-post evaluation tool.",['Contribution'],Contribution
276,"Instead, these studies apply general systems thinking and complexity science theory to understand the dynamics involved as health care organizations respond to environmental demands.",['Theory'],Theory
277,There is input to the process in the form of person preconditions and task preconditions.,['Method'],Method
278,We hope to find out whether social contextual information can help improve the effectiveness of identity matching techniques and whether these additional features become more useful when the data quality is low.,['Goal'],Goal
279,"According to  START_CITE Hsu (2009) END_CITE  CITE_b43 , this competitive mimicry has influenced the institutionalization process of information security certification in the Taiwan financial industry.",['RelationToLiterature'],RelationToLiterature
280,"First, two organisations with strong connections to European IT leaders, CIONET and the Business & IT Trends Institute (BITTI), agreed to distribute the survey within their networks.",['Motivation'],Motivation
281,"Consequently, this view draws attention to communities of practice that develop naturally within organizations 146] and comprise those individuals involved in various ways in task performance.",['RelationToLiterature'],RelationToLiterature
282,"The engineering mind-set is content with providing a 'satisficing' solution, and the scientific mind-set is not satisfied until an optimal solution can be proven.","['Motivation', 'FutureWork']",Motivation FutureWork
283,It is the covariance between the demand and supply errors that causes endogenous relationship.,['EmpiricalResult'],EmpiricalResult
284,"Even so, RT's empirical implications in some newer domains where it has been applied remain uncertain.",['FutureWork'],FutureWork
285,The aim of this paper is to challenge the notion that all systems that support choices by humans in the course of work should be conceived of as DSS.,['Goal'],Goal
286,"Our comprehensive review of the literature suggests that system usage has been measured by both objective and subjective methods, and all of these measures can be categorized into three types: actual usage, reported usage, and assessed usage.",['Motivation'],Motivation
287,"Although the lead organizations in MERS (Fannie Mae and Freddie Mac) had guaranteed board membership, voting rights were carefully crafted to avoid their dominance.",['Motivation'],Motivation
288,"However, many ®rms have experienced dif®culty in sustaining their competitiveness through IT investment due to the inadequate management of IT investment and the lack of appropriate IT investment methodology acceptable to IT practitioners  START_CITE (Due, 1997) END_CITE  CITE_b11 .","['Motivation', 'RelationToLiterature']",Motivation RelationToLiterature
289,"Except by incompetence, the SBU CEOs would not, and certainly should not, approve a corporate IT platform strategy that would not support their intended, but not yet approved, SBU business strategies.",['FutureWork'],FutureWork
290,"However, social and informal controls can also play a major role and are arguably less costly in facilitating cocreation of value.",['Limitation'],Limitation
291,"By following this approach for a long time, the company was confronted with a considerable number of redundant applications across the corporate divisions and, consequently, with constantly increasing IT expenditures.",['Motivation'],Motivation
292,"However, a longitudinal research design could further validate the casual relationships found here.",['FutureWork'],FutureWork
293,"As mentioned, this model is inseparable from the development of an accountability frame; individual users must be held accountable for their own behaviours and usages, which also ultimately must be measurable.",['Limitation'],Limitation
294,"Smaller firms in the sample were less likely to define organization-wide standards with respect to front-end methods for software development (e.g., project management, analysis, and design) than larger firms.",['Theory'],Theory
295,"Solutions that have a consistency level lower than 0.80 are disregarded  START_CITE (Ragin, 2000 END_CITE  CITE_b105  START_CITE (Ragin, , 2009b END_CITE  CITE_b109 .","['Theory', 'RelationToLiterature']",Theory RelationToLiterature
296,"Process change deals with the process-and technology-level changes made by middle-level or project-level managers, and culture change refers to the changes in the attitudes and beliefs of operational staff.",['Definition'],Definition
297,"The larger the relative pay gap, the higher the likelihood that IT males will turn over than turn away-between.","['EmpiricalResult', 'Contribution']",EmpiricalResult Contribution
298,"The ARIMA model did not include a differencing parameter because (1) the model is not seasonal, and differencing is typically added with respect to seasonal models to create a stationary time series whose properties are the same across time.",['Method'],Method
299,To motivate the need for communication among team members we obscured the distinction between background images and icons in the paper maps given to the map designers.,['Method'],Method
300,"Further, both have been regularly used by organization science scholars in measuring firm size  START_CITE (Kimberly, 1976) END_CITE  CITE_b48 .",['RelationToLiterature'],RelationToLiterature
301,"It is important to note that we choose to remain agnostic about the reason underlying confirmation bias (i.e., whether it is triggered by the selfenhancement motive or the consistency motive).","['Method', 'Theory', 'Contribution']",Method Theory Contribution
302,"For Mondays and Tuesdays, the previous days include the Thursday and Friday of the preceding week.",['Definition'],Definition
303,"Long ago,  START_CITE Newell and Simon (1972) END_CITE  CITE_b18  reported the critical impact that different representations could have on problem-solving efficacy.","['Motivation', 'RelationToLiterature']",Motivation RelationToLiterature
304,"Qualitative research methods such as case studies --which would likely include a set of exhaustive interviews with an organization's members and stakeholders, and some amount of deep ""process tracing"" --will certainly produce more insightful results.","['FutureWork', 'Method']",FutureWork Method
305,"In particular, these studies suggest that the effect of distracting website features on task performance and user experience may not always be negative, but instead vary under different conditions.","['EmpiricalResult', 'RelationToLiterature']",EmpiricalResult RelationToLiterature
306,"The case study database serves as a readily accessible central store of data and information references collected; it is comprised of all the interview transcripts, interview audiotapes, databases and documentation, case study notes, emails, and survey questions and responses collected throughout the case study, as well as an annotated bibliography describing the contents of each data source collected.","['Method', 'Data']",Method Data
307,A correlation between the group decision and the presession rankings shows that these variables are highly correlated (R = 0.7073; p = 0.000).,['HypothesisResult'],HypothesisResult
308,"This feedback is expected to direct the bidder toward formulating smarter, more informed bids.","['Hypothesis', 'Theory']",Hypothesis Theory
309,"First, electronic integration serves as an important enabler of a firm's ability by standardizing communication protocols and data schemas  START_CITE (Barki & Pinsonneault, 2005) END_CITE  CITE_b6 .","['Motivation', 'Contribution', 'RelationToLiterature']",Motivation Contribution RelationToLiterature
310,"Third, it might be beneficial to consider not only relationships between individuals at an abstract level, but also within the context of the teams, departments, and organizations to which they belong.","['Motivation', 'Contribution', 'FutureWork']",Motivation Contribution FutureWork
311,"Second, a researcher must consider the theory's historical context, and be informed about previous use of the theory.",['Motivation'],Motivation
312,A key strategic choice that restaurant owners must make is to choose if they wish to participate in the food delivery service of the platform.,['Motivation'],Motivation
313,"They certainly did adopt such a set, and we set about explaining how and why.","['RelationToLiterature', 'Theory']",RelationToLiterature Theory
314,Technology openness can incentivize the developer to create additional value and generate revenue streams that firms can tax  START_CITE (Parker and Van Alstyne 2018; END_CITE  CITE_b45  START_CITE Parker et al. 2017) END_CITE  CITE_b46 .,"['Motivation', 'RelationToLiterature']",Motivation RelationToLiterature
315,The result that a problem-modeling tool infiuences the solution strategy is consistent with previous research that suggests a decision aid may affect the way a decision-maker thinks about alternative problem solving approaches  START_CITE [24] END_CITE  CITE_b21 .,"['Motivation', 'RelationToLiterature']",Motivation RelationToLiterature
316,"The manager with positive regard for the vision will find its discourse relatively interpretable, whereas the manager with low regard for it will find it relatively uninterpretable.","['Contribution', 'Motivation', 'Limitation']",Contribution Motivation Limitation
317,"These theories also have considerable analytical, explanatory, predictive, prescriptive potential, and therefore, offer powerful theoretical lenses for understanding an EA practice (see Table 4).",['Theory'],Theory
318,"Against this background, the focus of our study is to examine whether investors perceive announcements of IT infrastructure investments to be significant enough to bid up the stock prices of those firms.","['ResearchQuestion', 'Hypothesis']",ResearchQuestion Hypothesis
319,"In our empirical setting, we do not observe the first and last parts of this chain.",['Method'],Method
320,"The predictive ability of this theory has been demonstrated over a wide range of product and service contexts  START_CITE (Oliver, 1993; END_CITE  CITE_b39  START_CITE Patterson et al ., 1997; END_CITE  CITE_b40  START_CITE Dabolkar et al ., 2000) END_CITE  CITE_b15 .","['Method', 'RelationToLiterature']",Method RelationToLiterature
321,"This task can be accomplished by examining how process actor-networks are able to deal with competing translations, i.e. how they cope with changes that challenge the relations and associations established in the network.","['Goal', 'Method']",Goal Method
322,"The mental categories were associated with different expectations of how virtual worlds should perform, different criteria for assessing virtual worlds, and differing end judgments of their value for work.","['Theory', 'Goal']",Theory Goal
323,"Likewise, the percentage change in engagement per unit increase in NegT is equal to (e 0.275 − 1) × 100%.",['EmpiricalResult'],EmpiricalResult
324,These arguments are confirmed by the results of Models 4 and 5.,['EmpiricalResult'],EmpiricalResult
325,"Cost savings was first regressed on communication before adding action plan in step 2, tural model.",['Method'],Method
326,"Thus, trust is an important factor that may affect solver participation in our study.","['Contribution', 'EmpiricalResult']",Contribution EmpiricalResult
327,"Given that extrinsic motivations can regulate individuals' behaviors and impose a sense of being controlled, future research is needed to understand nonmonetary incentives' long-term effect on prosocial contributions.",['FutureWork'],FutureWork
328,Within the restricted area members of a Customer Community could exchange information and experiences through synchronous and asynchronous functionalities.,"['Motivation', 'FutureWork']",Motivation FutureWork
329,One possible reason for these effects may be that information in the GSS is buried in pools of text and is more difficult to find  START_CITE [8] END_CITE  CITE_b7 .,"['Motivation', 'EmpiricalResult', 'Contribution', 'RelationToLiterature']",Motivation EmpiricalResult Contribution RelationToLiterature
330,"Our sample for this research consists of the 326 plants that provided complete responses to the variables of interest in our model, and that outsourced at least one plant production, logistics, or support process.","['Data', 'Method']",Data Method
331,"This was an appropriate system and context, being relatively simple and homogenous: all Agencies were implementing the same ES; all agencies implemented around the same time and had been operational for approximately three years and, thus, were at a similar point in the ES lifecycle.",['Motivation'],Motivation
332,The model also depicts how the riature of the groups' social interactions and dynamics ultimately determine meeting outcomes such as satisfaction and group cohesion.,"['Method', 'Theory']",Method Theory
333,Here we present the impacts of technology investments on profits and productivity by examining the comparative statics of Equations  START_CITE (11) END_CITE  CITE_b10  and  START_CITE (12) END_CITE  CITE_b11  with respect to each cost parameter.,"['Theory', 'RelationToLiterature']",Theory RelationToLiterature
334,Our research extends IS research on packaged software implementation with an emphasis on multi-site firms.    ,"['Motivation', 'Goal', 'Contribution']",Motivation Goal Contribution
335,The IS&IT in the debate speaks through delegated human actants or for themselves through supplier demonstrations.,['Motivation'],Motivation
336,"In the encounter 'A Grassroots Approach', he therefore joined forces with the researchers and tried to find ways to merge the grassroots approach to SPI with the productionnetwork, while at the same time meeting the need for knowledge-sharing and procedural memory.","['RelationToLiterature', 'Method']",RelationToLiterature Method
337,"Again, the output elasticities of IT capital are almost twice as large in the latter subperiod and substantially larger than those from prior studies.","['EmpiricalResult', 'Contribution']",EmpiricalResult Contribution
338,"This, in turn, caused other major manufacturers to rush into similar initiatives, such as Rautaruukki, Riva Group and Voest-Alpine, who in August announced a joint venture with Steelscreen's US-based competitor, e-Steel, to create a new European electronic marketplace for steel products.",['Motivation'],Motivation
339,"We partitioned the data sample into two sets: a training set, which included the first 66 days (1,980,000 data instances) and was used to construct the prediction models, and a test set, which included the remaining 34 days (1,020,000 data instances) and was used to independently evaluate the forecasting models.","['Data', 'Method']",Data Method
340,"In particular, our results show that the beliefs in the expanded belief set differ in their influence on satisfaction, post-usage attitude and continuance intention.","['EmpiricalResult', 'Contribution']",EmpiricalResult Contribution
341,Further evidence of this is their own claim that 'Induction refers to a process of reasoning and can be a synonym for generalizing.,"['Definition', 'Motivation', 'RelationToLiterature']",Definition Motivation RelationToLiterature
342,"We believe empowering leadership is well suited for ISD projects involving high technical ISD risk and potential for high stress because it fosters the necessary flexibility (e.g., via participative decision making), support (e.g., via coaching or showing concern), and motivation (e.g., via leading by example).","['Contribution', 'EmpiricalResult']",Contribution EmpiricalResult
343,"Although not adopting a social representations approach,  START_CITE Schultze & Boland's (2000) END_CITE  CITE_b52  practice analysis of a newly introduced knowledge management technology is particularly interesting.","['RelationToLiterature', 'Motivation', 'Method']",RelationToLiterature Motivation Method
344,"They rely on normal security precautions only, assuming that a receptionist and employee badges provide the necessary protection.","['Motivation', 'Theory']",Motivation Theory
345,"However, the equal time provided by parallelism and the shield of anonymity will encourage minority members to present their opinions more strongly and to persist in their opinions  START_CITE [29] END_CITE  CITE_b28 , requiring more time.","['RelationToLiterature', 'EmpiricalResult']",RelationToLiterature EmpiricalResult
346,"The complementarity and substitution of contractual and relational governance can be triggered by different adaptation events (such as goal fuzziness, goal conflict and major goal misalignment), which then form into a process of governance over time  START_CITE (Huber et al., 2013) END_CITE  CITE_b28 .","['RelationToLiterature', 'Motivation']",RelationToLiterature Motivation
347,"The paper of  START_CITE Smithson & Hirschheim (1992) END_CITE  CITE_b106  discussed the use of novel 'playlets' in university courses, in the form of scripted dialogues, to discuss the potential of end-user computing and the importance of the user-computer interface.",['RelationToLiterature'],RelationToLiterature
348,A set of components of Q→R will be termed a decomposition if and only if each property in R can be inferred from at least one component.,['Definition'],Definition
349,"The upper bound represents prohibitive costs such that expansion is never optimal, even when the increase in exclusivity and decrease in multihoming are maximal, i.e., 1 ̅ = 1, 2 ̅ = 0 and 12 ̅ = 0.","['Definition', 'Theory']",Definition Theory
350,"Looking at the results for the test sample over the −1 +1 event window, note first that in most cases the market model parameters change significantly from the preevent to the postevent period (i.e., and are generally nonzero and statistically significant).","['Method', 'EmpiricalResult']",Method EmpiricalResult
351,"The results for integration, while slightly higher (ASP 5 percent, domestic 6 percent, offshore 5 percent), are also weak.",['EmpiricalResult'],EmpiricalResult
352,"For example, firms need to focus IT investment on enhancing IT-ACAP (e.g., by investing in knowledge acquisition, assimilation, and generation technologies such as databases, intelligent search tools, data mining, and simulation tools) to facilitate generating more patents and new ideas, while to enhance CI, firms should focus more on IT-SIC (e.g., by investing in technologies such as e-community of practice, wikis, blogs, groupware) to facilitate boundary-spanning activities and sharing the understanding of inventions, related marketability, producibility, and potential commercial impact.","['Theory', 'Contribution', 'EmpiricalResult']",Theory Contribution EmpiricalResult
353,"In cases in which user ownership and control of IOS are low, third party providers can create endto-end managed solutions that users can subscribe to or use on an as-needed basis.","['Motivation', 'Contribution']",Motivation Contribution
354,"Crowdwork is performed through platforms, which function as intermediaries that orchestrate and facilitate the work through a set of governance mechanisms that control and coordinate the work process.",['Definition'],Definition
355,"Although the arena concept provides tools for looking at social space, the temporal distribution also needs attention.","['Limitation', 'Theory']",Limitation Theory
356,"Therefore, we compare two types of experiences by using the following distinction: mobile applications can be used alone or the use situation may involve other persons.","['Theory', 'Method']",Theory Method
357,: The impacts of social influences (emotional and informational influences) on desires are stronger (weaker) for members with collectivistic cultural orientations than for members with individualistic cultural orientations.,['Hypothesis'],Hypothesis
358,"In the process, we also lent further empirical support to the earlier tested hypothesis that interruptions can result in stress (e.g.,  START_CITE Galluch et al., 2015) END_CITE  CITE_b38 .","['HypothesisResult', 'EmpiricalResult', 'RelationToLiterature']",HypothesisResult EmpiricalResult RelationToLiterature
359,"However, in  START_CITE Hollenstein (2003) END_CITE  CITE_b48 , the label is used to describe ""incremental"" innovators-thus receiving a ""Minimal"" reclassification.",['RelationToLiterature'],RelationToLiterature
360,"In other words, these two parameters denote the average rates at which the requests for content from the consumers provide revenues to the content providers from myriad types of advertisers that want to reach them.",['Definition'],Definition
361,"Thus, from the mechanistic perspective IT was an inferior provider; from the organic perspective, IT had consistent performance growth problems; from a colonial perspective, IT was an alien entity.","['Limitation', 'Motivation']",Limitation Motivation
362,We measured this recognition by presenting participants with a website and asking whether they remembered having used it.,['Method'],Method
363,"We base our proposal on well-known design patterns as they are established solutions to recurring problems, and the generation of code from them is normally straightforward.    ","['Motivation', 'Method']",Motivation Method
364,"when the architecture of the SaaS is modular, contracts are eight times more likely to be fixed price contracts, consistent with quadrant III in table 4.",['EmpiricalResult'],EmpiricalResult
365,"If a proposal owner has only created one proposal, the proposal is colored in white.",['Theory'],Theory
366,"Through its focus on value creation via RFID adoption and effective use of real-time and location-based ubiquitous data both by a TPL service provider and manufacturing firms (up-stream suppliers), our model reveals the critical importance of contingency factors influencing value creation from RFID supply chain projects: environmental upheaval; leadership; second-order organizational learning; supplier resources commitment; and organizational transformation.",['Contribution'],Contribution
367,"Rationalizations of surveillance, transparency and accountability, viewed by regulators as mutually reinforcing and inter-related, create expectations of optimal outcomes, when embedded in regulatory driven technological affordance  START_CITE (Lenglet, 2011) END_CITE  CITE_b58 .","['Theory', 'ResearchQuestion', 'Motivation']",Theory ResearchQuestion Motivation
368,"For English-language applications, research in the topics related to cyberbullying detection begun around 2012 with  START_CITE Sood, Churchill, and Antin's (2012) END_CITE  CITE_b52  research.","['Motivation', 'RelationToLiterature']",Motivation RelationToLiterature
369,"Unfortunately, many knowledge management projects are, in reality, information projects.",['Motivation'],Motivation
370,The Resources-Events-Agents (REA) model is a semantic data model for the development of enterprise information systems.,"['Definition', 'Method']",Definition Method
371,"If the argument holds true, then the treatment effects become greater during periods with higher commuting stress levels, such as rush hours.","['Hypothesis', 'EmpiricalResult', 'Theory']",Hypothesis EmpiricalResult Theory
372,"This was important especially for the CPOE project, where orders for medication and tests 8 would be entered by physicians and managed and administered by nurses and pharmacists.","['Contribution', 'Motivation', 'EmpiricalResult']",Contribution Motivation EmpiricalResult
373,"Thus, CMB-adjusted correlations between the variables under investigation are calculated by partialling out the estimate of CMB from the original correlations using the following equation  START_CITE (Malhotra et al., 2006) END_CITE  CITE_b64 :","['RelationToLiterature', 'EmpiricalResult', 'Motivation']",RelationToLiterature EmpiricalResult Motivation
374,"In our meta-design, text mining is applied to assess the market information that can be associated with suspicious transactions identified from market activity analysis.","['Goal', 'Motivation', 'Method', 'Definition']",Goal Motivation Method Definition
375,"Data warehousing is a technology with similar characteristics (Inmon, 1996).","['Definition', 'RelationToLiterature']",Definition RelationToLiterature
376,"Being aspectual functioning and, thus, fundamentally non-absolute, re ection can never bring us to completely sure knowledge, so all knowledge must be subjected to critical scrutiny.","['Motivation', 'Limitation']",Motivation Limitation
377,"If there are differences between the output and expected models, the errors in the transformation specification need to be isolated and removed.",['Theory'],Theory
378,"Predictive models treat documents as data to be classified, and document data are characterized by very high dimensionality, often with tens of thousands to millions of variables (words).","['Definition', 'Theory']",Definition Theory
379,Future work should also assess the effectiveness of these novel countermeasures.,['FutureWork'],FutureWork
380,"When assessing performance, effectiveness is typically assessed in terms of goal attainment, and efficiency in terms of one's level of goal attainment for a given level of input (e.g., effort or time)  START_CITE (Sonnentag 2002) END_CITE  CITE_b103 .","['Definition', 'RelationToLiterature']",Definition RelationToLiterature
381,"Once an order arrives at the EC terminal, it is routed to the appropriate trader, who fills the order and sends the fill information back to the FCM booth and the customer.",['Theory'],Theory
382,"The third factor, availability of OpenOffice as an OSS/FS alternative, was also varied using two levels (available and not available).",['EmpiricalResult'],EmpiricalResult
383,"ThaT is acTuaLLy in use, understanding the neurobiological factors that are related to this use is of central interest to the field of NeuroIS.","['Method', 'Definition']",Method Definition
384,"At the other end of the continuum, control is pluralistic in the sense that the governance of the digital application marketplace resides with multiple members of the ecosystem.","['Definition', 'EmpiricalResult', 'Contribution']",Definition EmpiricalResult Contribution
385,"literatures both stress the importance of senior executive engagement with IT management, the recommendations for doing so remain, at best, limited and general.","['Definition', 'EmpiricalResult', 'Contribution']",Definition EmpiricalResult Contribution
386,"Before testing the hypotheses, we evaluated the reliability and validity of the construct measures.",['Method'],Method
387,An illusion is 'a mental conception which may be a misinterpretation of a real appearance or may be something imagined.,['Definition'],Definition
388,"We recognize that perhaps the most interesting cases are those in which individuals have varying levels of knowledge, but such cases are also the most complex, and we believe that it is useful to understand a context involving novices prior to introducing the effects of expertise.","['EmpiricalResult', 'Contribution']",EmpiricalResult Contribution
389,"From the main forum page (far left) a user can access the ""C Malware Sources"" subforum.",['Item'],Item
390,Our econometric set-up should capture this issue by explicitly accounting for endogenous changes in outsourcing fees that are unrelated to vendor switching.,"['Theory', 'Method']",Theory Method
391,"Her current research focuses on individual learning and organizational diffusion of new technologies, business process reengineering, and object-oriented technologies, ATISH P. SlNHA is an Assistant Professor of MIS in the School of Business Administration at the University of Dayton.","['Motivation', 'RelationToLiterature']",Motivation RelationToLiterature
392,"A third limitation of our study is that the data were collected at one organization in China, which may reduce the generalizability of the results to other settings or countries.",['Limitation'],Limitation
393,"Over time, are we reinforcing other approaches and keeping critical research on the sidelines simply because the latter is too difficult for us?",['ResearchQuestion'],ResearchQuestion
394,"Here, the interpersonal consequences of the events involve the subject matter of the game and/or the distribution of the game-in other words, the endorsement of civil liberties over legal concerns.","['Contribution', 'EmpiricalResult']",Contribution EmpiricalResult
395,"Specifically, consistent with past online impulse buying research, website quality manifests as an environmental cue that directly influences the likelihood that a consumer will experience an urge to buy impulsively.",['Contribution'],Contribution
396,The two approaches that I suggest above occurred to me as I read Lee's essay and each of them deserves further reflection.,"['Method', 'RelationToLiterature']",Method RelationToLiterature
397,"Indeed, as some authors remarked  START_CITE (Devanbu & Stubblebine, 2000; END_CITE  CITE_b10  START_CITE Ferrari & Thuraisingham, 2000; END_CITE  CITE_b17  START_CITE Toval et al., 2002) END_CITE  CITE_b58 , information security is a serious requirement which must be carefully considered, not as an isolated aspect, but as an element presented in all stages of the development lifecycle, from the requirement analysis to implementation and maintenance.","['RelationToLiterature', 'Motivation']",RelationToLiterature Motivation
398,"In the absence of understanding the impact of the local market competition on the properties of the mean rating distribution, the way a particular restaurant is affected by competition would not be apparent.",['EmpiricalResult'],EmpiricalResult
399,"The researcher 'creates and evaluates IT artifacts intended to solve identified organizational problems' (Hevner et al., 2004: 77).","['Definition', 'RelationToLiterature']",Definition RelationToLiterature
400,"If homophily is the dominating force behind the similarity in ratings given by friends, then managers should not be concerned about the high correlation between friends' ratings.",['EmpiricalResult'],EmpiricalResult
401,"As such, one of our ""what"" features was about adaptations: whether a movie's plot was adapted from a comic, a true story, or a book/novel.",['Theory'],Theory
402,"a broad sense, an information service is a service that provides data, information, and/or knowledge.",['Definition'],Definition
403,"Through a very rigorous research design, we constructed a sample that distinguished firms regarding their industry IT strategic role and relative performance within the industry, controlling for a firm's size and overall propensity to communicate with external stakeholders.","['Data', 'Theory']",Data Theory
404,"In addition, there are limitations related to the Website Service Quality construct itself.",['Limitation'],Limitation
405,This illustrates how the weak causal specificity and a much longer developmental time horizon of the environmental knowledge regime put it in a much weaker position in relation to the semiconductor manufacturing knowledge regime because the knowledge produced is less predictable and accumulates more slowly.,"['EmpiricalResult', 'Contribution']",EmpiricalResult Contribution
406,The cost structure for the rival bidders can be represented by cost distribution curves that are skewed toward higher values (either zero skewness or negative skewness).,"['Theory', 'Contribution']",Theory Contribution
407,"Because bidders' WTP is measured over time, the error terms for bidders are likely to be autocorrelated and heteroscedastic, not independent as required by traditional OLS regressions.","['Theory', 'Motivation']",Theory Motivation
408,"For example, Afuah & Tucci (2001) define three levels for measuring the performance of a business model: measures of profitability, profitability prediction, and business model component attributes.",['RelationToLiterature'],RelationToLiterature
409,"So when I had difficulty making myself available, they [development team] were very quick to adapt (user representative).",['Item'],Item
410,"We conducted verification (comparison of the implemented model to a conceptual model) of the model through comprehensive documentation, programmatic testing, and test cases  START_CITE (Rand and Rust 2011) END_CITE  CITE_b77 , available upon request.","['RelationToLiterature', 'Method']",RelationToLiterature Method
411,A clear example is the strong growth during the period 1995-2000 of U.S. productivity when IT capital came to represent over one-fifth of gross domestic product (GDP)  START_CITE (CEA 2001; END_CITE  CITE_b9  START_CITE Jorgenson and Stiroh 2000; END_CITE  CITE_b18  START_CITE Oliner and Sichel 2001) END_CITE  CITE_b27 .,"['RelationToLiterature', 'Motivation']",RelationToLiterature Motivation
412,"While the CS model considers how a colony bifurcates, it does not explicitly analyse how any colony co-evolves with other colonies because the CS model does not consider collections of colonies.","['Limitation', 'Theory', 'Method']",Limitation Theory Method
413,"At intermediate heterogeneity and sufficient usage λ, the P2Psponsoring strategy is preferable because there is a substantial number of low-usage consumers who purchase because of the equalizing effect.","['EmpiricalResult', 'Contribution']",EmpiricalResult Contribution
414,"We found comparable mechanisms in Cluster 1 of Team 1, where knowledge from the modeling components of a business model (Doc. 3, Team 1) was latched to formulate a design theory (Doc. 6, Team 1).",['Contribution'],Contribution
415,The elements that influence the development of instructional manuals are analysed from the perspective of our findings.,['Method'],Method
416,We next present two corollaries that characterize the impact of bloatware on various outcomes.,['Method'],Method
417,Accurate answers on this test would indicate a good understanding of the working of the system.,"['Hypothesis', 'Theory']",Hypothesis Theory
418,"For firms in our fake news sample, however, the financial relationship between the research writer and the company was not disclosed.","['Contribution', 'EmpiricalResult']",Contribution EmpiricalResult
419,"Both groups had multiple categories for analysis and design issues, and many of these categories were ranked as highly important and cognitiveiy central.","['Data', 'Method']",Data Method
420,"These deviant behaviors have been demonstrated to incur negative impact on, or cause losses to, institutions, other people, and/or the users themselves.",['Contribution'],Contribution
421,The inter-coder reliability analysis produced a Cohen's Kappa of 0.628.,['EmpiricalResult'],EmpiricalResult
422,"The percentage of agreement (the interrater reliability) among these three independent coders was 96.12% and 95.46% for the CEOEXIT and CFOEXIT variables, respectively.",['Contribution'],Contribution
423,"Consistent with the approach suggested by  START_CITE Baron and Kenny (1986) END_CITE  CITE_b6 , we tested a series of models and found that the effects of the social network variables on economic outcomes were partially mediated by technology use.","['RelationToLiterature', 'Method', 'Theory', 'Contribution']",RelationToLiterature Method Theory Contribution
424,"However,  START_CITE David (1983) END_CITE  CITE_b12  and Davies (1979) pro-that could impact upon adoption and sophistication of IT innovations.",['RelationToLiterature'],RelationToLiterature
425,The discontinuity of the supported values with Partial Conversion is the result of the two separate ranges obtained for the negotiated price of the converter reported in Lemma 2.,"['EmpiricalResult', 'Contribution']",EmpiricalResult Contribution
426,"Although such effects are more frequently claimed than realized, the super-linear value increase with each additional customer is a powerful means for the platforms to expand their market (and other) power with their size.",['Contribution'],Contribution
427,"Occasionally, a single system can be identified whose benefits are so clear and whose impact is so substantial that there can be little question about its value to the organization's overall competitive posture.",['Motivation'],Motivation
428,"Further data collection and analysis is now needed to confirm this finding, and is currently underway.",['FutureWork'],FutureWork
429,"With a description of our empirical study design, we illustrate our chosen research approach.",['Method'],Method
430,"To provide context for the analysis, a history of DSS is presented which focuses on the evolution of a number of sub-groupings of research and practice: personal DSS, group support systems, negotiation support systems, intelligent DSS, knowledge management-based DSS, executive information systems/business intelligence, and data warehousing.","['Motivation', 'Method']",Motivation Method
431,"Most extant studies tend to compare these at the same level of analysis by comparing cohesive networks with networks rich in structural holes, even though the concepts of cohesion versus structural holes are theoretically defined at the whole network level versus the individual node level respectively  START_CITE (Gargiulo & Benassi, 2000) END_CITE  CITE_b60 .","['RelationToLiterature', 'Theory']",RelationToLiterature Theory
432,"Through this process, we show how changes in IV can be measured, compare this to alternatives, describe how straightforward it is to obtain, and illustrate its usefulness in practice (estimate risk) and research (see above).","['Theory', 'Method', 'ResearchQuestion']",Theory Method ResearchQuestion
